Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P2025,Facebook,2025-05-13,10:20,Carousel,Industry News,Sample social media post caption 2025,#marketing #socialmedia #AI,78007,8257,3587,419,265,26,1816,222,33680,33736,Engagement Drive
P2026,LinkedIn,2024-10-26,21:30,Image,Product Launch,Sample social media post caption 2026,#marketing #socialmedia #AI,18023,13614,1355,75,185,73,582,193,56891,57078,Engagement Drive
P2027,Facebook,2025-11-11,00:50,Carousel,Motivational,Sample social media post caption 2027,#marketing #socialmedia #AI,34009,79254,4101,457,216,128,1268,383,66785,66981,Engagement Drive
P2028,YouTube,2025-10-19,17:51,Video,Motivational,Sample social media post caption 2028,#marketing #socialmedia #AI,67359,78267,1786,396,10,494,344,665,33835,33884,Organic
P2029,Instagram,2025-09-16,18:55,Carousel,Educational,Sample social media post caption 2029,#marketing #socialmedia #AI,51567,24802,4626,189,51,379,1158,446,47376,47568,Lead Generation
P2030,Instagram,2025-02-01,21:04,Video,Industry News,Sample social media post caption 2030,#marketing #socialmedia #AI,97858,7293,1629,45,161,479,1684,58,59557,59695,Summer Campaign
P2031,Facebook,2025-09-11,12:40,Image,Motivational,Sample social media post caption 2031,#marketing #socialmedia #AI,99353,20524,299,270,122,206,1546,411,99014,99071,Engagement Drive
P2032,LinkedIn,2024-02-02,02:40,Video,Promotional,Sample social media post caption 2032,#marketing #socialmedia #AI,58322,18290,2962,400,176,352,1705,284,18739,18928,Brand Awareness
P2033,LinkedIn,2025-04-07,01:24,Reel,Educational,Sample social media post caption 2033,#marketing #socialmedia #AI,22283,45958,3071,328,197,290,981,938,56243,56306,Brand Awareness
P2034,YouTube,2025-01-02,05:36,Text,Industry News,Sample social media post caption 2034,#marketing #socialmedia #AI,40005,3928,405,119,278,449,1418,295,56047,56167,Lead Generation
P2035,YouTube,2024-03-16,15:49,Video,Product Launch,Sample social media post caption 2035,#marketing #socialmedia #AI,77285,61692,4420,496,185,166,898,984,41204,41372,Brand Awareness
P2036,YouTube,2025-01-25,00:22,Text,Product Launch,Sample social media post caption 2036,#marketing #socialmedia #AI,20169,75466,1929,170,107,135,972,438,52360,52427,Engagement Drive
P2037,LinkedIn,2024-06-06,00:18,Reel,Industry News,Sample social media post caption 2037,#marketing #socialmedia #AI,11598,15977,123,14,254,129,523,44,26395,26495,Summer Campaign
P2038,LinkedIn,2024-05-27,14:57,Image,Promotional,Sample social media post caption 2038,#marketing #socialmedia #AI,43850,78293,1143,280,197,306,1568,841,97903,98095,Organic
P2039,Instagram,2025-04-30,10:01,Reel,Industry News,Sample social media post caption 2039,#marketing #socialmedia #AI,78966,27669,2538,462,67,102,1770,208,40563,40751,Organic
P2040,YouTube,2024-07-24,12:22,Text,Product Launch,Sample social media post caption 2040,#marketing #socialmedia #AI,39779,61637,159,412,291,472,1103,378,52680,52710,Summer Campaign
P2041,Facebook,2025-07-02,07:49,Video,Educational,Sample social media post caption 2041,#marketing #socialmedia #AI,15636,52690,4404,311,156,430,880,453,55331,55393,Summer Campaign
P2042,YouTube,2025-08-08,09:45,Video,Product Launch,Sample social media post caption 2042,#marketing #socialmedia #AI,54229,29541,772,366,165,3,1019,886,43579,43644,Lead Generation
P2043,YouTube,2024-02-29,09:30,Text,Educational,Sample social media post caption 2043,#marketing #socialmedia #AI,63285,78453,1240,403,222,160,915,995,59003,59076,Brand Awareness
P2044,Instagram,2024-11-14,23:37,Carousel,Promotional,Sample social media post caption 2044,#marketing #socialmedia #AI,80162,71285,1806,147,1,288,1574,21,78533,78559,Summer Campaign
P2045,Facebook,2025-01-28,08:37,Video,Promotional,Sample social media post caption 2045,#marketing #socialmedia #AI,12675,68171,4113,201,196,313,370,15,1944,2122,Engagement Drive
P2046,YouTube,2025-11-23,05:09,Video,Educational,Sample social media post caption 2046,#marketing #socialmedia #AI,61750,7315,984,264,80,127,637,491,21839,22014,Engagement Drive
P2047,YouTube,2024-04-22,05:39,Video,Industry News,Sample social media post caption 2047,#marketing #socialmedia #AI,42418,38458,359,87,89,426,1728,970,32606,32792,Engagement Drive
P2048,YouTube,2025-10-31,23:04,Carousel,Motivational,Sample social media post caption 2048,#marketing #socialmedia #AI,46322,66766,3469,458,197,489,584,494,31857,31964,Engagement Drive
P2049,LinkedIn,2025-09-07,00:55,Image,Industry News,Sample social media post caption 2049,#marketing #socialmedia #AI,68885,19543,2232,444,87,190,1688,187,34857,34938,Lead Generation
P2050,YouTube,2025-10-13,05:09,Reel,Promotional,Sample social media post caption 2050,#marketing #socialmedia #AI,84132,69241,2846,313,115,336,144,68,67030,67173,Engagement Drive
P2051,LinkedIn,2025-06-23,11:41,Text,Educational,Sample social media post caption 2051,#marketing #socialmedia #AI,48636,39039,1746,144,128,32,648,925,51524,51618,Organic
P2052,YouTube,2025-07-07,12:28,Video,Motivational,Sample social media post caption 2052,#marketing #socialmedia #AI,23270,37338,1634,107,177,66,1909,776,77290,77431,Brand Awareness
P2053,YouTube,2024-06-02,18:17,Video,Industry News,Sample social media post caption 2053,#marketing #socialmedia #AI,88588,69345,1212,423,73,89,921,605,17971,18170,Summer Campaign
P2054,Facebook,2025-03-09,05:17,Text,Industry News,Sample social media post caption 2054,#marketing #socialmedia #AI,44657,6826,667,28,277,107,377,893,8556,8688,Lead Generation
P2055,LinkedIn,2024-05-26,15:15,Carousel,Promotional,Sample social media post caption 2055,#marketing #socialmedia #AI,47761,6058,2880,329,134,146,1688,869,52980,53109,Lead Generation
P2056,YouTube,2025-09-20,08:49,Carousel,Educational,Sample social media post caption 2056,#marketing #socialmedia #AI,9931,33905,1145,282,224,385,1289,477,79356,79511,Brand Awareness
P2057,Facebook,2024-08-03,23:21,Video,Promotional,Sample social media post caption 2057,#marketing #socialmedia #AI,91845,69894,2626,442,113,497,168,208,72493,72669,Summer Campaign
P2058,LinkedIn,2024-05-06,00:06,Video,Educational,Sample social media post caption 2058,#marketing #socialmedia #AI,26041,63789,4155,183,28,357,1622,161,46156,46290,Lead Generation
P2059,Instagram,2024-09-06,20:01,Reel,Promotional,Sample social media post caption 2059,#marketing #socialmedia #AI,13090,27826,4971,355,29,417,868,952,33383,33548,Lead Generation
P2060,LinkedIn,2024-08-28,18:53,Reel,Promotional,Sample social media post caption 2060,#marketing #socialmedia #AI,45862,78282,79,91,221,180,1444,360,31002,31079,Summer Campaign
P2061,Instagram,2025-03-13,03:25,Carousel,Promotional,Sample social media post caption 2061,#marketing #socialmedia #AI,70812,47575,3057,86,88,256,1415,136,53240,53258,Lead Generation
P2062,YouTube,2025-03-22,12:15,Text,Industry News,Sample social media post caption 2062,#marketing #socialmedia #AI,23376,45961,1654,65,252,430,1883,388,68332,68421,Brand Awareness
P2063,Facebook,2024-02-18,08:47,Image,Industry News,Sample social media post caption 2063,#marketing #socialmedia #AI,70325,77082,2696,13,2,342,471,971,83396,83401,Lead Generation
P2064,Facebook,2025-01-14,23:13,Video,Promotional,Sample social media post caption 2064,#marketing #socialmedia #AI,90194,38982,764,462,67,218,693,989,52442,52546,Engagement Drive
P2065,YouTube,2025-08-19,23:21,Image,Promotional,Sample social media post caption 2065,#marketing #socialmedia #AI,52054,31516,97,203,294,39,697,772,2926,2967,Lead Generation
P2066,Instagram,2025-03-14,17:44,Carousel,Promotional,Sample social media post caption 2066,#marketing #socialmedia #AI,87969,26019,4768,237,74,169,1656,838,34817,34849,Summer Campaign
P2067,Facebook,2024-09-06,06:05,Image,Motivational,Sample social media post caption 2067,#marketing #socialmedia #AI,7654,74707,1966,438,281,212,1839,160,43085,43270,Organic
P2068,YouTube,2025-09-29,06:05,Carousel,Industry News,Sample social media post caption 2068,#marketing #socialmedia #AI,6261,29466,2515,192,177,425,1872,220,48445,48476,Summer Campaign
P2069,Facebook,2025-01-15,17:42,Video,Promotional,Sample social media post caption 2069,#marketing #socialmedia #AI,47011,68586,4748,464,26,185,1462,789,63762,63885,Brand Awareness
P2070,LinkedIn,2025-03-13,21:38,Video,Promotional,Sample social media post caption 2070,#marketing #socialmedia #AI,21697,40157,4920,377,261,492,695,828,78902,78947,Brand Awareness
P2071,Instagram,2024-08-17,16:34,Text,Promotional,Sample social media post caption 2071,#marketing #socialmedia #AI,80887,67707,2516,168,92,332,1618,103,46376,46368,Summer Campaign
P2072,YouTube,2024-07-23,04:48,Carousel,Promotional,Sample social media post caption 2072,#marketing #socialmedia #AI,45208,78717,3211,483,125,483,1374,929,62213,62287,Organic
P2073,Facebook,2025-06-28,15:09,Image,Educational,Sample social media post caption 2073,#marketing #socialmedia #AI,14365,33149,3464,454,266,139,448,450,41875,42058,Lead Generation
P2074,YouTube,2024-02-15,00:27,Carousel,Promotional,Sample social media post caption 2074,#marketing #socialmedia #AI,41942,39821,4307,172,218,188,1746,274,55693,55695,Engagement Drive
P2075,Facebook,2025-12-11,04:55,Reel,Educational,Sample social media post caption 2075,#marketing #socialmedia #AI,23618,7488,2583,466,49,252,1009,267,48060,48215,Summer Campaign
P2076,YouTube,2025-02-23,19:40,Text,Product Launch,Sample social media post caption 2076,#marketing #socialmedia #AI,10289,1238,227,372,13,303,225,838,86244,86403,Engagement Drive
P2077,Facebook,2024-12-15,05:15,Video,Product Launch,Sample social media post caption 2077,#marketing #socialmedia #AI,92704,44513,1445,22,82,155,1617,262,67447,67489,Engagement Drive
P2078,YouTube,2024-02-05,02:26,Video,Promotional,Sample social media post caption 2078,#marketing #socialmedia #AI,61709,29500,1752,41,272,173,1522,866,37848,37980,Organic
P2079,Instagram,2024-01-25,11:21,Video,Industry News,Sample social media post caption 2079,#marketing #socialmedia #AI,54001,56539,2003,8,266,390,75,229,65162,65166,Brand Awareness
P2080,YouTube,2024-05-13,17:04,Reel,Educational,Sample social media post caption 2080,#marketing #socialmedia #AI,13363,9646,858,37,83,455,617,821,47728,47798,Brand Awareness
P2081,LinkedIn,2025-07-24,11:14,Image,Promotional,Sample social media post caption 2081,#marketing #socialmedia #AI,73181,5128,3818,461,190,198,1113,649,22240,22295,Lead Generation
P2082,Instagram,2024-04-12,13:57,Carousel,Motivational,Sample social media post caption 2082,#marketing #socialmedia #AI,36247,64107,3077,103,57,449,1853,490,50193,50223,Organic
P2083,YouTube,2025-11-13,03:28,Carousel,Industry News,Sample social media post caption 2083,#marketing #socialmedia #AI,12942,9811,1628,187,154,136,954,126,43986,44022,Brand Awareness
P2084,Instagram,2024-02-25,00:24,Text,Promotional,Sample social media post caption 2084,#marketing #socialmedia #AI,4711,40990,3422,7,121,420,1285,651,33153,33327,Lead Generation
P2085,LinkedIn,2025-02-25,03:47,Image,Industry News,Sample social media post caption 2085,#marketing #socialmedia #AI,46855,16098,911,380,27,266,1692,265,74682,74742,Engagement Drive
P2086,Instagram,2025-02-11,07:57,Carousel,Industry News,Sample social media post caption 2086,#marketing #socialmedia #AI,69318,47834,3748,32,260,131,1119,275,80992,81091,Engagement Drive
P2087,Facebook,2025-05-03,06:43,Video,Motivational,Sample social media post caption 2087,#marketing #socialmedia #AI,65816,19492,2064,20,182,215,1497,180,55024,55153,Lead Generation
P2088,LinkedIn,2024-11-16,10:22,Reel,Educational,Sample social media post caption 2088,#marketing #socialmedia #AI,58053,40745,4306,34,124,338,1161,658,92157,92247,Organic
P2089,Facebook,2024-08-29,13:09,Video,Product Launch,Sample social media post caption 2089,#marketing #socialmedia #AI,24488,12776,210,223,266,309,576,707,66995,67016,Lead Generation
P2090,Facebook,2025-02-15,14:53,Image,Educational,Sample social media post caption 2090,#marketing #socialmedia #AI,38006,71540,1500,376,104,371,905,555,42213,42205,Lead Generation
P2091,Instagram,2024-06-22,06:53,Image,Product Launch,Sample social media post caption 2091,#marketing #socialmedia #AI,95997,6966,4541,285,272,195,832,563,71712,71694,Brand Awareness
P2092,YouTube,2025-07-10,05:07,Carousel,Industry News,Sample social media post caption 2092,#marketing #socialmedia #AI,67360,34779,3378,132,239,464,1477,754,2258,2379,Engagement Drive
P2093,YouTube,2025-04-10,00:19,Reel,Motivational,Sample social media post caption 2093,#marketing #socialmedia #AI,5160,43048,2773,149,105,418,1339,817,99078,99264,Summer Campaign
P2094,Instagram,2025-09-27,12:05,Video,Industry News,Sample social media post caption 2094,#marketing #socialmedia #AI,82707,10596,4145,368,81,311,1536,317,83339,83460,Lead Generation
P2095,YouTube,2024-03-03,15:52,Text,Industry News,Sample social media post caption 2095,#marketing #socialmedia #AI,52205,73388,2627,188,198,388,1291,824,12056,12144,Brand Awareness
P2096,LinkedIn,2025-11-08,16:46,Image,Industry News,Sample social media post caption 2096,#marketing #socialmedia #AI,44876,71670,308,151,190,348,1928,456,15370,15570,Engagement Drive
P2097,Facebook,2025-07-21,17:11,Image,Industry News,Sample social media post caption 2097,#marketing #socialmedia #AI,59905,68158,272,20,8,148,46,472,79384,79386,Summer Campaign
P2098,Facebook,2025-11-24,05:29,Video,Product Launch,Sample social media post caption 2098,#marketing #socialmedia #AI,93924,36249,3645,380,45,328,992,900,96410,96447,Brand Awareness
P2099,LinkedIn,2025-02-21,09:02,Image,Motivational,Sample social media post caption 2099,#marketing #socialmedia #AI,27665,76016,472,205,102,457,175,169,39018,39214,Organic
P2100,Instagram,2024-12-23,00:12,Video,Promotional,Sample social media post caption 2100,#marketing #socialmedia #AI,48303,38795,3806,40,282,441,37,779,54888,54968,Engagement Drive
P2101,Facebook,2025-10-30,18:40,Video,Motivational,Sample social media post caption 2101,#marketing #socialmedia #AI,40427,7099,3184,139,130,276,1678,292,15373,15383,Summer Campaign
P2102,Facebook,2025-12-25,19:27,Reel,Industry News,Sample social media post caption 2102,#marketing #socialmedia #AI,48173,46733,2449,277,16,360,1633,973,35673,35871,Brand Awareness
P2103,YouTube,2025-04-30,00:28,Text,Educational,Sample social media post caption 2103,#marketing #socialmedia #AI,6538,15854,2809,345,196,447,1913,579,11900,11948,Organic
P2104,YouTube,2025-12-31,09:52,Carousel,Educational,Sample social media post caption 2104,#marketing #socialmedia #AI,25523,61489,3845,139,291,37,778,683,21340,21496,Summer Campaign
P2105,YouTube,2024-02-11,03:37,Reel,Industry News,Sample social media post caption 2105,#marketing #socialmedia #AI,94150,62153,2957,24,222,40,239,472,86817,87016,Brand Awareness
P2106,YouTube,2024-12-08,12:04,Image,Motivational,Sample social media post caption 2106,#marketing #socialmedia #AI,5913,76495,4521,195,16,89,316,184,26633,26828,Brand Awareness
P2107,YouTube,2024-12-15,01:59,Video,Industry News,Sample social media post caption 2107,#marketing #socialmedia #AI,68556,57445,4629,461,244,448,1632,119,97619,97686,Lead Generation
P2108,Instagram,2025-09-24,05:38,Reel,Product Launch,Sample social media post caption 2108,#marketing #socialmedia #AI,80592,78705,1780,151,39,384,1710,968,47884,48057,Summer Campaign
P2109,Instagram,2024-11-29,06:21,Carousel,Promotional,Sample social media post caption 2109,#marketing #socialmedia #AI,86898,20711,4029,261,248,331,1782,130,82653,82822,Summer Campaign
P2110,LinkedIn,2024-04-29,20:05,Video,Promotional,Sample social media post caption 2110,#marketing #socialmedia #AI,96104,54443,141,147,283,346,1263,592,42511,42531,Engagement Drive
P2111,Facebook,2024-06-23,08:05,Video,Educational,Sample social media post caption 2111,#marketing #socialmedia #AI,92465,24213,4693,316,263,200,991,574,21525,21600,Organic
P2112,LinkedIn,2025-07-23,00:49,Image,Educational,Sample social media post caption 2112,#marketing #socialmedia #AI,52583,9886,821,78,15,381,1866,251,57768,57795,Summer Campaign
P2113,YouTube,2024-02-26,23:36,Carousel,Educational,Sample social media post caption 2113,#marketing #socialmedia #AI,87908,33671,3265,219,273,461,1488,477,66069,66205,Brand Awareness
P2114,Facebook,2025-09-12,14:56,Carousel,Promotional,Sample social media post caption 2114,#marketing #socialmedia #AI,8981,11666,1290,441,150,246,1631,719,53684,53675,Summer Campaign
P2115,LinkedIn,2025-05-17,23:25,Carousel,Industry News,Sample social media post caption 2115,#marketing #socialmedia #AI,25687,65470,2359,306,43,340,1043,48,71413,71579,Engagement Drive
P2116,LinkedIn,2024-11-08,11:37,Carousel,Industry News,Sample social media post caption 2116,#marketing #socialmedia #AI,23036,14347,3991,304,40,362,338,215,45496,45521,Brand Awareness
P2117,LinkedIn,2024-11-18,17:16,Text,Industry News,Sample social media post caption 2117,#marketing #socialmedia #AI,20602,32286,3459,488,93,320,1916,118,4072,4095,Summer Campaign
P2118,Instagram,2024-10-11,21:24,Video,Industry News,Sample social media post caption 2118,#marketing #socialmedia #AI,66473,21101,2936,240,264,62,976,145,53248,53361,Engagement Drive
P2119,Instagram,2025-12-04,01:41,Text,Industry News,Sample social media post caption 2119,#marketing #socialmedia #AI,68973,63486,4694,433,81,135,300,571,98179,98325,Brand Awareness
P2120,Instagram,2024-11-24,13:32,Reel,Motivational,Sample social media post caption 2120,#marketing #socialmedia #AI,1346,8795,323,235,103,168,545,585,23821,23964,Brand Awareness
P2121,YouTube,2024-10-29,10:40,Image,Motivational,Sample social media post caption 2121,#marketing #socialmedia #AI,65419,66593,612,479,14,482,940,884,93092,93083,Brand Awareness
P2122,Instagram,2025-10-12,04:23,Text,Motivational,Sample social media post caption 2122,#marketing #socialmedia #AI,78168,17482,4426,81,41,323,1824,933,27402,27455,Lead Generation
P2123,Instagram,2025-02-05,12:36,Reel,Educational,Sample social media post caption 2123,#marketing #socialmedia #AI,61879,38028,3776,260,279,110,344,264,56509,56708,Summer Campaign
P2124,LinkedIn,2024-02-29,04:56,Video,Motivational,Sample social media post caption 2124,#marketing #socialmedia #AI,94176,12075,2534,272,4,195,367,527,65268,65330,Brand Awareness
P2125,YouTube,2024-07-17,14:06,Text,Promotional,Sample social media post caption 2125,#marketing #socialmedia #AI,22642,77719,849,83,4,281,59,834,9148,9138,Engagement Drive
P2126,Instagram,2025-08-10,19:20,Video,Promotional,Sample social media post caption 2126,#marketing #socialmedia #AI,36195,26299,3033,341,7,420,1297,724,22337,22466,Summer Campaign
P2127,Facebook,2024-06-19,02:58,Image,Promotional,Sample social media post caption 2127,#marketing #socialmedia #AI,12589,8343,1744,303,193,479,1634,690,79437,79426,Lead Generation
P2128,Facebook,2025-12-15,08:54,Text,Product Launch,Sample social media post caption 2128,#marketing #socialmedia #AI,5804,16616,1953,30,242,88,474,626,43684,43745,Organic
P2129,Facebook,2024-06-27,06:35,Carousel,Product Launch,Sample social media post caption 2129,#marketing #socialmedia #AI,78335,42772,2197,52,60,184,1272,702,63877,63919,Summer Campaign
P2130,YouTube,2024-03-04,03:49,Video,Motivational,Sample social media post caption 2130,#marketing #socialmedia #AI,21607,1790,3016,172,251,69,1878,633,97225,97307,Lead Generation
P2131,Facebook,2025-01-15,10:39,Reel,Educational,Sample social media post caption 2131,#marketing #socialmedia #AI,62765,73379,932,466,200,196,1783,688,77995,78066,Engagement Drive
P2132,LinkedIn,2025-08-02,12:25,Video,Motivational,Sample social media post caption 2132,#marketing #socialmedia #AI,39113,20989,2678,81,21,364,1920,633,48013,48065,Lead Generation
P2133,Facebook,2025-09-19,16:41,Carousel,Promotional,Sample social media post caption 2133,#marketing #socialmedia #AI,75314,76909,55,268,128,20,1961,766,55375,55527,Organic
P2134,LinkedIn,2025-06-14,04:13,Carousel,Industry News,Sample social media post caption 2134,#marketing #socialmedia #AI,36779,78848,2424,322,157,378,1220,784,33484,33543,Engagement Drive
P2135,YouTube,2025-02-27,23:54,Video,Product Launch,Sample social media post caption 2135,#marketing #socialmedia #AI,86517,31015,236,81,69,80,738,369,66925,67088,Organic
P2136,Instagram,2025-05-05,03:43,Text,Educational,Sample social media post caption 2136,#marketing #socialmedia #AI,19937,24188,4241,193,299,277,540,124,49190,49303,Summer Campaign
P2137,YouTube,2025-06-21,07:09,Reel,Educational,Sample social media post caption 2137,#marketing #socialmedia #AI,77158,41530,3816,293,6,414,1985,857,93109,93269,Brand Awareness
P2138,LinkedIn,2025-08-09,14:06,Carousel,Industry News,Sample social media post caption 2138,#marketing #socialmedia #AI,55509,56901,1276,130,156,292,386,342,43352,43420,Organic
P2139,LinkedIn,2024-08-04,12:32,Carousel,Motivational,Sample social media post caption 2139,#marketing #socialmedia #AI,27989,3939,1486,271,142,35,1162,950,96616,96660,Summer Campaign
P2140,LinkedIn,2024-10-13,19:19,Text,Industry News,Sample social media post caption 2140,#marketing #socialmedia #AI,93255,41780,4238,174,9,129,907,942,37618,37630,Brand Awareness
P2141,YouTube,2025-09-16,21:14,Text,Educational,Sample social media post caption 2141,#marketing #socialmedia #AI,68909,77580,2329,271,204,223,1681,173,20392,20393,Brand Awareness
P2142,Facebook,2024-10-01,19:36,Reel,Industry News,Sample social media post caption 2142,#marketing #socialmedia #AI,33924,47299,4530,217,245,499,823,291,38381,38490,Summer Campaign
P2143,LinkedIn,2024-05-02,09:42,Reel,Motivational,Sample social media post caption 2143,#marketing #socialmedia #AI,78265,8020,3375,485,157,490,425,740,82591,82753,Organic
P2144,LinkedIn,2025-01-21,16:48,Text,Promotional,Sample social media post caption 2144,#marketing #socialmedia #AI,56687,11500,3226,150,217,499,1786,488,20109,20119,Organic
P2145,LinkedIn,2024-02-07,12:34,Reel,Product Launch,Sample social media post caption 2145,#marketing #socialmedia #AI,17370,76530,3445,294,272,310,971,848,56975,57052,Summer Campaign
P2146,YouTube,2024-05-28,06:46,Reel,Promotional,Sample social media post caption 2146,#marketing #socialmedia #AI,82925,69025,4958,192,295,194,1360,641,96420,96597,Summer Campaign
P2147,Instagram,2025-09-28,05:59,Text,Promotional,Sample social media post caption 2147,#marketing #socialmedia #AI,17232,20321,4485,492,235,43,1952,491,8077,8265,Lead Generation
P2148,YouTube,2024-09-08,11:11,Image,Product Launch,Sample social media post caption 2148,#marketing #socialmedia #AI,24981,55675,4811,358,240,481,1171,347,94939,94997,Engagement Drive
P2149,LinkedIn,2024-05-20,09:22,Reel,Motivational,Sample social media post caption 2149,#marketing #socialmedia #AI,59181,31080,4789,306,7,276,1169,359,95593,95599,Organic
P2150,LinkedIn,2025-06-26,01:50,Text,Educational,Sample social media post caption 2150,#marketing #socialmedia #AI,75815,47860,2254,451,285,171,1153,623,23094,23148,Organic
P2151,Instagram,2024-04-16,12:25,Image,Motivational,Sample social media post caption 2151,#marketing #socialmedia #AI,9017,26501,4647,37,61,129,398,593,28353,28377,Engagement Drive
P2152,LinkedIn,2025-12-21,17:30,Video,Motivational,Sample social media post caption 2152,#marketing #socialmedia #AI,94779,64249,3515,404,136,495,431,314,80855,80960,Brand Awareness
P2153,YouTube,2025-04-25,23:29,Text,Motivational,Sample social media post caption 2153,#marketing #socialmedia #AI,69426,55060,2912,294,70,201,640,916,8041,8233,Lead Generation
P2154,Facebook,2024-06-08,00:12,Video,Industry News,Sample social media post caption 2154,#marketing #socialmedia #AI,28892,31676,4214,349,281,477,60,249,56752,56774,Summer Campaign
P2155,YouTube,2025-06-25,12:32,Text,Educational,Sample social media post caption 2155,#marketing #socialmedia #AI,8042,12432,3692,458,109,24,977,950,73349,73549,Summer Campaign
P2156,Facebook,2025-10-18,22:57,Image,Industry News,Sample social media post caption 2156,#marketing #socialmedia #AI,86696,4095,1101,454,81,406,852,879,33291,33430,Lead Generation
P2157,Instagram,2025-08-12,02:29,Carousel,Industry News,Sample social media post caption 2157,#marketing #socialmedia #AI,39317,66453,593,426,201,198,1441,245,18549,18651,Brand Awareness
P2158,Facebook,2024-03-05,02:41,Video,Product Launch,Sample social media post caption 2158,#marketing #socialmedia #AI,5421,15991,635,321,60,450,246,456,55133,55215,Summer Campaign
P2159,YouTube,2025-09-19,09:32,Reel,Promotional,Sample social media post caption 2159,#marketing #socialmedia #AI,16801,6767,2362,475,69,27,1155,326,24846,25030,Summer Campaign
P2160,YouTube,2024-09-03,16:58,Reel,Motivational,Sample social media post caption 2160,#marketing #socialmedia #AI,19401,76243,4327,250,242,227,840,748,61200,61313,Brand Awareness
P2161,YouTube,2024-06-17,10:56,Text,Educational,Sample social media post caption 2161,#marketing #socialmedia #AI,64193,75996,4098,495,261,11,1445,796,54450,54619,Brand Awareness
P2162,YouTube,2024-08-21,23:39,Image,Industry News,Sample social media post caption 2162,#marketing #socialmedia #AI,23472,72495,500,174,203,428,1861,820,54958,55014,Engagement Drive
P2163,LinkedIn,2025-09-28,03:34,Carousel,Motivational,Sample social media post caption 2163,#marketing #socialmedia #AI,23817,42388,4289,213,137,222,842,193,35009,35054,Organic
P2164,LinkedIn,2025-11-16,23:02,Reel,Educational,Sample social media post caption 2164,#marketing #socialmedia #AI,66915,36393,3078,96,121,400,1891,643,61933,62104,Brand Awareness
P2165,Facebook,2024-01-06,06:51,Video,Promotional,Sample social media post caption 2165,#marketing #socialmedia #AI,67524,35775,1702,257,99,287,1086,542,88467,88568,Organic
P2166,YouTube,2025-06-07,03:04,Carousel,Product Launch,Sample social media post caption 2166,#marketing #socialmedia #AI,98137,66935,3360,122,197,265,714,264,82171,82212,Brand Awareness
P2167,LinkedIn,2025-01-14,21:48,Reel,Promotional,Sample social media post caption 2167,#marketing #socialmedia #AI,46259,16932,3601,405,192,188,1032,201,87102,87176,Summer Campaign
P2168,LinkedIn,2025-01-01,17:38,Carousel,Industry News,Sample social media post caption 2168,#marketing #socialmedia #AI,28231,10213,2323,237,41,315,1111,558,46565,46694,Engagement Drive
P2169,YouTube,2025-01-25,22:54,Text,Product Launch,Sample social media post caption 2169,#marketing #socialmedia #AI,74667,75297,4205,427,205,332,591,911,86136,86295,Organic
P2170,YouTube,2025-09-20,05:45,Image,Educational,Sample social media post caption 2170,#marketing #socialmedia #AI,63232,6841,580,365,244,466,573,986,21958,22146,Engagement Drive
P2171,Facebook,2024-07-24,12:47,Video,Educational,Sample social media post caption 2171,#marketing #socialmedia #AI,86470,79904,739,495,40,340,1226,801,57436,57603,Organic
P2172,Instagram,2025-02-14,06:52,Video,Educational,Sample social media post caption 2172,#marketing #socialmedia #AI,22855,19150,3766,29,85,203,757,871,80217,80269,Engagement Drive
P2173,Facebook,2024-04-05,19:03,Image,Educational,Sample social media post caption 2173,#marketing #socialmedia #AI,83023,6856,1877,435,269,114,271,642,1788,1921,Engagement Drive
P2174,YouTube,2024-09-27,09:58,Text,Product Launch,Sample social media post caption 2174,#marketing #socialmedia #AI,75614,27992,994,494,263,9,337,269,78233,78416,Brand Awareness
P2175,Instagram,2025-04-27,03:30,Carousel,Promotional,Sample social media post caption 2175,#marketing #socialmedia #AI,17477,30472,1329,14,148,233,1050,290,62008,62089,Lead Generation
P2176,LinkedIn,2025-03-17,00:46,Reel,Industry News,Sample social media post caption 2176,#marketing #socialmedia #AI,71172,2427,3866,421,63,485,356,461,38918,39088,Lead Generation
P2177,Instagram,2024-08-14,10:22,Text,Promotional,Sample social media post caption 2177,#marketing #socialmedia #AI,89739,7336,1122,157,184,359,1441,382,43136,43280,Engagement Drive
P2178,YouTube,2024-05-10,10:00,Carousel,Motivational,Sample social media post caption 2178,#marketing #socialmedia #AI,83107,20335,108,304,111,29,980,943,99892,100034,Brand Awareness
P2179,Facebook,2025-04-29,09:43,Text,Industry News,Sample social media post caption 2179,#marketing #socialmedia #AI,18002,73696,1026,89,165,296,1930,322,63341,63342,Summer Campaign
P2180,Instagram,2024-02-02,14:56,Carousel,Promotional,Sample social media post caption 2180,#marketing #socialmedia #AI,11672,63484,2359,379,207,458,1923,106,63033,63066,Organic
P2181,YouTube,2025-01-22,11:01,Reel,Educational,Sample social media post caption 2181,#marketing #socialmedia #AI,31095,61442,2072,169,270,109,250,446,50822,50941,Engagement Drive
P2182,YouTube,2024-05-12,07:46,Reel,Promotional,Sample social media post caption 2182,#marketing #socialmedia #AI,95745,3001,893,481,197,444,1478,780,83279,83352,Summer Campaign
