Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name,CTR,Total_Engagement,Engagement_Rate,Virality_Score,Follower_Growth,Sentiment_Score,AI_Content_Score,Predicted_Content_Type
P2543,Facebook,2024-05-09,17:59,Text,Industry News,Sample social media post caption 2543,#marketing #socialmedia #AI,80891,33075,3490,149,34,305,1148,630,26481,26479,Brand Awareness,0.7788258273479126,3978,12.02721088435374,0.1027966742252456,-2,0.03333333333333333,45,Customer Story
P2544,Facebook,2025-03-03,17:25,Video,Product Launch,Sample social media post caption 2544,#marketing #socialmedia #AI,47429,29355,2502,58,225,361,674,559,46748,46818,Engagement Drive,1.1786038077969174,3146,10.717083972066089,0.7664793050587635,70,0.03333333333333333,45,Customer Story
P2545,LinkedIn,2024-12-08,17:09,Text,Motivational,Sample social media post caption 2545,#marketing #socialmedia #AI,50043,34613,694,485,266,314,1442,687,85128,85160,Brand Awareness,1.37281937533721,1759,5.081905642388698,0.768497385375437,32,0.03333333333333333,45,Customer Story
P2546,Facebook,2024-12-05,09:17,Carousel,Educational,Sample social media post caption 2546,#marketing #socialmedia #AI,77386,60241,298,379,295,480,577,155,83004,83179,Engagement Drive,0.2002946269351045,1452,2.410318553808868,0.4896997061801763,175,0.03333333333333333,45,Customer Story
P2547,Instagram,2025-12-07,00:25,Text,Motivational,Sample social media post caption 2547,#marketing #socialmedia #AI,91095,40947,1665,154,99,297,698,33,94163,94239,Brand Awareness,0.0362259179976947,2215,5.409431704398369,0.241775954282365,76,0.03333333333333333,45,Customer Story
P2548,Facebook,2025-11-03,23:42,Text,Product Launch,Sample social media post caption 2548,#marketing #socialmedia #AI,47505,53271,1130,46,129,196,1905,486,34628,34613,Lead Generation,1.0230502052415535,1501,2.8176681496499034,0.2421580221884327,-15,0.03333333333333333,45,Customer Story
P2549,Instagram,2024-03-06,22:34,Image,Educational,Sample social media post caption 2549,#marketing #socialmedia #AI,3332,59535,497,480,108,305,285,752,58471,58656,Organic,22.56902761104442,1390,2.334761064919795,0.1814058956916099,185,0.03333333333333333,45,Customer Story
P2550,YouTube,2024-04-09,02:39,Video,Educational,Sample social media post caption 2550,#marketing #socialmedia #AI,98190,78932,4703,72,35,88,286,462,38992,39029,Engagement Drive,0.4705163458600672,4898,6.205341306440988,0.0443419652358992,37,0.03333333333333333,45,Customer Story
P2551,LinkedIn,2025-10-04,01:18,Video,Product Launch,Sample social media post caption 2551,#marketing #socialmedia #AI,61527,44958,936,75,282,81,946,290,27901,28002,Organic,0.471337786662766,1374,3.056185773388496,0.627252101961831,101,0.03333333333333333,45,Customer Story
P2552,LinkedIn,2025-05-23,03:52,Carousel,Industry News,Sample social media post caption 2552,#marketing #socialmedia #AI,45076,75812,1707,213,242,266,1542,460,2038,2020,Organic,1.0204987132842311,2428,3.2026592096238065,0.3192106790481718,-18,0.03333333333333333,45,Customer Story
P2553,Facebook,2024-04-25,01:35,Reel,Educational,Sample social media post caption 2553,#marketing #socialmedia #AI,22410,17809,3280,298,201,410,1215,228,8938,8937,Lead Generation,1.0174029451137885,4189,23.521814812735133,1.1286428210455386,-1,0.03333333333333333,45,Customer Story
P2554,YouTube,2025-05-20,03:14,Video,Product Launch,Sample social media post caption 2554,#marketing #socialmedia #AI,5287,56868,3085,375,268,310,1518,190,74062,74057,Engagement Drive,3.593720446377908,4038,7.1006541464443975,0.4712667932756559,-5,0.03333333333333333,45,Customer Story
P2555,Facebook,2025-09-03,14:29,Carousel,Promotional,Sample social media post caption 2555,#marketing #socialmedia #AI,12312,28642,976,368,187,5,1785,193,26664,26805,Engagement Drive,1.5675763482781029,1536,5.362753997625864,0.6528873682005446,141,0.03333333333333333,45,Customer Story
P2556,LinkedIn,2024-11-12,06:06,Image,Educational,Sample social media post caption 2556,#marketing #socialmedia #AI,75131,22451,697,145,105,217,21,522,9720,9821,Brand Awareness,0.6947864396853496,1164,5.184624292904548,0.4676851810609772,101,0.03333333333333333,45,Customer Story
P2557,Facebook,2024-05-18,07:47,Reel,Motivational,Sample social media post caption 2557,#marketing #socialmedia #AI,74204,26364,1910,411,149,443,138,181,43630,43796,Lead Generation,0.2439221605304296,2913,11.049157942649067,0.5651646184190563,166,0.03333333333333333,45,Customer Story
P2558,LinkedIn,2024-06-01,03:30,Image,Promotional,Sample social media post caption 2558,#marketing #socialmedia #AI,81767,65664,2781,285,23,355,1664,942,15954,16059,Summer Campaign,1.152054007117786,3444,5.244883040935672,0.0350268031189083,105,0.03333333333333333,45,Customer Story
P2559,Facebook,2024-06-18,13:40,Carousel,Educational,Sample social media post caption 2559,#marketing #socialmedia #AI,14744,44136,2756,50,218,210,336,389,2847,2906,Engagement Drive,2.638361367335865,3234,7.327351821642197,0.4939278593438462,59,0.03333333333333333,45,Customer Story
P2560,LinkedIn,2024-05-26,01:03,Video,Educational,Sample social media post caption 2560,#marketing #socialmedia #AI,24755,41358,160,239,116,154,913,351,61291,61298,Engagement Drive,1.4178953746717835,669,1.6175830552734658,0.280477779389719,7,0.03333333333333333,45,Customer Story
P2561,Facebook,2024-05-20,15:53,Image,Promotional,Sample social media post caption 2561,#marketing #socialmedia #AI,51928,30690,1007,88,211,299,980,513,87399,87561,Summer Campaign,0.9879063318440918,1605,5.2297165200391005,0.6875203649397198,162,0.03333333333333333,45,Customer Story
P2562,LinkedIn,2024-01-17,14:57,Text,Educational,Sample social media post caption 2562,#marketing #socialmedia #AI,67584,55520,2795,345,48,174,1384,465,74932,75125,Summer Campaign,0.6880326704545455,3362,6.055475504322767,0.0864553314121037,193,0.03333333333333333,45,Customer Story
P2563,Facebook,2024-06-29,18:00,Carousel,Motivational,Sample social media post caption 2563,#marketing #socialmedia #AI,67794,58502,92,15,72,57,268,672,52504,52484,Lead Generation,0.9912381626692628,236,0.4034050117944685,0.1230727154627192,-20,0.03333333333333333,45,Customer Story
P2564,Facebook,2024-05-25,02:54,Reel,Promotional,Sample social media post caption 2564,#marketing #socialmedia #AI,81766,38236,3279,413,50,326,1920,838,60550,60735,Organic,1.0248758652740748,4068,10.639188199602469,0.1307668166126163,185,0.03333333333333333,45,Customer Story
P2565,Facebook,2024-07-26,00:39,Video,Educational,Sample social media post caption 2565,#marketing #socialmedia #AI,49020,17882,2305,235,263,134,364,277,84461,84610,Organic,0.5650754793961649,2937,16.42433732244715,1.4707527122245834,149,0.03333333333333333,45,Customer Story
P2566,YouTube,2025-05-25,21:04,Text,Industry News,Sample social media post caption 2566,#marketing #socialmedia #AI,97879,55889,4952,118,237,279,1123,887,11876,12048,Organic,0.9062209462703952,5586,9.994811143516614,0.4240548229526382,172,0.03333333333333333,45,Customer Story
P2567,LinkedIn,2024-08-04,18:14,Text,Industry News,Sample social media post caption 2567,#marketing #socialmedia #AI,21176,48886,1878,126,136,332,292,485,17609,17781,Lead Generation,2.290328673970533,2472,5.056662439144131,0.2781982571697419,172,0.03333333333333333,45,Customer Story
P2568,Instagram,2025-04-13,10:36,Reel,Industry News,Sample social media post caption 2568,#marketing #socialmedia #AI,19021,18610,226,31,213,386,862,364,87857,87886,Summer Campaign,1.9136743599179853,856,4.5996775926921005,1.1445459430413756,29,0.03333333333333333,45,Customer Story
P2569,Facebook,2024-05-02,20:17,Text,Product Launch,Sample social media post caption 2569,#marketing #socialmedia #AI,66179,43707,3701,24,87,71,766,184,87598,87645,Lead Generation,0.2780338173740915,3883,8.88416043196742,0.1990527833070217,47,0.03333333333333333,45,Customer Story
P2570,Facebook,2024-11-26,17:07,Carousel,Motivational,Sample social media post caption 2570,#marketing #socialmedia #AI,43082,27556,866,445,273,278,1581,451,59124,59128,Engagement Drive,1.0468409080358387,1862,6.757149078240674,0.9907098272608508,4,0.03333333333333333,45,Customer Story
P2571,LinkedIn,2024-06-07,15:51,Video,Industry News,Sample social media post caption 2571,#marketing #socialmedia #AI,11979,15757,195,175,208,146,1097,174,24760,24947,Summer Campaign,1.452541948409717,724,4.594783270927207,1.3200482325315732,187,0.03333333333333333,45,Customer Story
P2572,YouTube,2025-05-22,20:18,Image,Promotional,Sample social media post caption 2572,#marketing #socialmedia #AI,33002,42669,3876,118,137,384,1711,555,12675,12700,Brand Awareness,1.681716259620629,4515,10.581452576812206,0.3210761911457967,25,0.03333333333333333,45,Customer Story
P2573,YouTube,2024-12-20,20:10,Carousel,Product Launch,Sample social media post caption 2573,#marketing #socialmedia #AI,38620,52609,1648,211,242,430,268,223,37515,37505,Engagement Drive,0.5774210253754531,2531,4.810963903514607,0.4599973388583703,-10,0.03333333333333333,45,Customer Story
P2574,Facebook,2025-12-25,18:28,Carousel,Educational,Sample social media post caption 2574,#marketing #socialmedia #AI,6879,48087,2323,277,86,432,1702,807,6022,6217,Summer Campaign,11.73135630178805,3118,6.484080936635681,0.1788425146089379,195,0.03333333333333333,45,Customer Story
P2575,Instagram,2025-08-06,22:17,Carousel,Industry News,Sample social media post caption 2575,#marketing #socialmedia #AI,31486,23438,201,468,234,323,1104,994,95159,95172,Summer Campaign,3.156958648288128,1226,5.230821742469495,0.9983787012543732,13,0.03333333333333333,45,Customer Story
P2576,Facebook,2024-03-19,20:16,Text,Motivational,Sample social media post caption 2576,#marketing #socialmedia #AI,14419,67844,4510,357,170,175,552,948,25207,25211,Summer Campaign,6.574658436784799,5212,7.682330051294145,0.2505748481811214,4,0.03333333333333333,45,Customer Story
P2577,LinkedIn,2024-06-06,14:07,Reel,Educational,Sample social media post caption 2577,#marketing #socialmedia #AI,55934,59385,2837,42,36,146,1083,723,78119,78109,Brand Awareness,1.2925948439231951,3061,5.154500294687211,0.0606213690325839,-10,0.03333333333333333,45,Customer Story
P2578,Instagram,2025-06-13,15:23,Reel,Educational,Sample social media post caption 2578,#marketing #socialmedia #AI,29023,14200,3213,136,142,323,1910,934,81719,81714,Organic,3.218137339351549,3814,26.859154929577468,1.0,-5,0.03333333333333333,45,Customer Story
P2579,Facebook,2024-01-05,03:35,Video,Product Launch,Sample social media post caption 2579,#marketing #socialmedia #AI,60059,9372,4753,312,112,239,1518,716,12157,12204,Summer Campaign,1.192161041642385,5416,57.78915919760991,1.195049082373026,47,0.03333333333333333,45,Customer Story
P2580,LinkedIn,2025-08-23,14:12,Text,Educational,Sample social media post caption 2580,#marketing #socialmedia #AI,55480,29853,2209,363,268,258,1376,894,62872,63036,Organic,1.6113914924297046,3098,10.377516497504438,0.8977322212172981,164,0.03333333333333333,45,Customer Story
P2581,YouTube,2025-02-06,09:22,Reel,Educational,Sample social media post caption 2581,#marketing #socialmedia #AI,34843,79140,3253,84,111,11,1910,509,53520,53647,Organic,1.4608386189478515,3459,4.370735405610311,0.1402577710386656,127,0.03333333333333333,45,Customer Story
P2582,LinkedIn,2024-04-14,15:33,Text,Industry News,Sample social media post caption 2582,#marketing #socialmedia #AI,65225,2382,2533,500,246,450,1344,648,95028,95132,Brand Awareness,0.9934840935224224,3729,156.54911838790932,10.327455919395463,104,0.03333333333333333,45,Customer Story
P2583,Facebook,2024-12-17,17:11,Image,Industry News,Sample social media post caption 2583,#marketing #socialmedia #AI,30982,5694,4131,262,254,279,1103,784,84412,84528,Lead Generation,2.5305015815634886,4926,86.51211801896733,4.460835967685283,116,0.03333333333333333,45,Customer Story
P2584,YouTube,2024-03-05,21:46,Reel,Promotional,Sample social media post caption 2584,#marketing #socialmedia #AI,53251,77562,4983,132,116,340,1886,509,1105,1210,Organic,0.9558505943550356,5571,7.182640983987004,0.1495577731363296,105,0.03333333333333333,45,Customer Story
P2585,YouTube,2024-07-18,04:25,Carousel,Motivational,Sample social media post caption 2585,#marketing #socialmedia #AI,78792,69127,2282,495,126,116,1074,96,47481,47604,Organic,0.1218397806883947,3019,4.367323911062248,0.1822732072851418,123,0.03333333333333333,45,Customer Story
P2586,LinkedIn,2024-10-09,14:05,Image,Educational,Sample social media post caption 2586,#marketing #socialmedia #AI,33759,65983,2407,209,161,122,1185,34,42474,42673,Brand Awareness,0.100713883705086,2899,4.393555915917736,0.2440022430019853,199,0.03333333333333333,45,Customer Story
P2587,YouTube,2024-05-28,05:06,Video,Product Launch,Sample social media post caption 2587,#marketing #socialmedia #AI,37280,62042,2375,393,197,379,922,4,39183,39295,Engagement Drive,0.0107296137339055,3344,5.389897166435641,0.3175268366590374,112,0.03333333333333333,45,Customer Story
P2588,LinkedIn,2024-01-25,19:17,Video,Product Launch,Sample social media post caption 2588,#marketing #socialmedia #AI,77437,57350,4024,127,114,385,565,324,46099,46223,Lead Generation,0.4184046386094503,4650,8.108108108108109,0.1987794245858762,124,0.03333333333333333,45,Customer Story
P2589,Instagram,2025-05-14,23:58,Text,Promotional,Sample social media post caption 2589,#marketing #socialmedia #AI,99600,78802,4501,99,128,314,1338,345,72705,72797,Engagement Drive,0.3463855421686747,5042,6.398314763584681,0.162432425572955,92,0.03333333333333333,45,Customer Story
P2590,Facebook,2024-11-04,15:13,Text,Industry News,Sample social media post caption 2590,#marketing #socialmedia #AI,36160,14295,2479,388,111,460,1482,341,68920,69113,Lead Generation,0.9430309734513276,3438,24.05036726128017,0.776495278069255,193,0.03333333333333333,45,Customer Story
P2591,YouTube,2025-01-18,06:47,Reel,Educational,Sample social media post caption 2591,#marketing #socialmedia #AI,57133,62638,945,19,93,188,503,850,85405,85461,Brand Awareness,1.4877566380200584,1245,1.9876113541300808,0.1484721734410422,56,0.03333333333333333,45,Customer Story
P2592,LinkedIn,2024-09-27,04:40,Carousel,Motivational,Sample social media post caption 2592,#marketing #socialmedia #AI,34198,70104,650,225,184,77,1522,607,23203,23304,Brand Awareness,1.774957599859641,1136,1.6204496177108296,0.2624671916010498,101,0.03333333333333333,45,Customer Story
P2593,Instagram,2024-06-07,13:01,Video,Industry News,Sample social media post caption 2593,#marketing #socialmedia #AI,17230,58510,2118,211,245,124,447,104,88036,88129,Organic,0.603598374927452,2698,4.611177576482652,0.4187318407109895,93,0.03333333333333333,45,Customer Story
P2594,Instagram,2025-08-29,05:06,Video,Motivational,Sample social media post caption 2594,#marketing #socialmedia #AI,18298,74862,293,75,177,246,1371,269,82974,83022,Organic,1.470106022516122,791,1.0566108305949613,0.236435040474473,48,0.03333333333333333,45,Customer Story
P2595,Instagram,2025-10-11,08:33,Text,Educational,Sample social media post caption 2595,#marketing #socialmedia #AI,25089,35509,912,170,213,200,1138,604,69969,69962,Brand Awareness,2.407429550799155,1495,4.21020023092737,0.5998479258779464,-7,0.03333333333333333,45,Customer Story
P2596,LinkedIn,2025-12-05,07:39,Reel,Industry News,Sample social media post caption 2596,#marketing #socialmedia #AI,49134,72741,503,177,110,50,858,64,36276,36423,Summer Campaign,0.1302560345178491,840,1.1547820348909144,0.1512214569500007,147,0.03333333333333333,45,Customer Story
P2597,Facebook,2024-01-02,00:47,Reel,Motivational,Sample social media post caption 2597,#marketing #socialmedia #AI,6413,37285,3749,285,256,373,265,857,64080,64071,Lead Generation,13.363480430375798,4663,12.506369853828616,0.6866031916320235,-9,0.03333333333333333,45,Customer Story
P2598,Facebook,2024-02-14,15:11,Reel,Educational,Sample social media post caption 2598,#marketing #socialmedia #AI,56162,18836,1502,415,242,484,1000,878,52824,52936,Organic,1.5633346390798049,2643,14.031641537481418,1.284773837332767,112,0.03333333333333333,45,Customer Story
P2599,Facebook,2025-11-10,22:33,Text,Educational,Sample social media post caption 2599,#marketing #socialmedia #AI,50891,63383,875,471,126,477,108,259,97770,97751,Lead Generation,0.5089308522135545,1949,3.0749570073994605,0.1987914740545572,-19,0.03333333333333333,45,Customer Story
P2600,Instagram,2024-12-19,01:57,Carousel,Industry News,Sample social media post caption 2600,#marketing #socialmedia #AI,71828,60920,2842,332,220,315,1238,708,47625,47660,Lead Generation,0.9856880325221362,3709,6.088312541037426,0.36112934996717,35,0.03333333333333333,45,Customer Story
P2601,Facebook,2024-01-30,08:35,Video,Product Launch,Sample social media post caption 2601,#marketing #socialmedia #AI,89893,15270,2468,17,14,202,1638,575,81723,81813,Organic,0.6396493609068559,2701,17.6882776686313,0.091683038637852,90,0.03333333333333333,45,Customer Story
P2602,Facebook,2025-07-08,09:38,Carousel,Industry News,Sample social media post caption 2602,#marketing #socialmedia #AI,98192,778,1665,218,143,389,192,542,58067,58071,Organic,0.5519797946879582,2415,310.41131105398455,18.38046272493573,4,0.03333333333333333,45,Customer Story
P2603,Facebook,2024-05-22,11:37,Reel,Motivational,Sample social media post caption 2603,#marketing #socialmedia #AI,40378,17663,1002,27,294,366,1752,297,4700,4762,Brand Awareness,0.7355490613700529,1689,9.562361999660308,1.6644964049142277,62,0.03333333333333333,45,Customer Story
P2604,Instagram,2024-04-28,18:34,Image,Product Launch,Sample social media post caption 2604,#marketing #socialmedia #AI,46787,12525,3661,101,227,352,891,538,52241,52329,Lead Generation,1.1498920640348815,4341,34.65868263473054,1.8123752495009984,88,0.03333333333333333,45,Customer Story
P2605,YouTube,2024-02-17,20:45,Reel,Motivational,Sample social media post caption 2605,#marketing #socialmedia #AI,51414,22628,3150,88,33,180,1646,552,75490,75510,Brand Awareness,1.0736375306336796,3451,15.251016439809089,0.1458370160862648,20,0.03333333333333333,45,Customer Story
P2606,YouTube,2024-09-27,16:21,Image,Product Launch,Sample social media post caption 2606,#marketing #socialmedia #AI,97846,20552,3814,24,270,27,162,331,29395,29416,Engagement Drive,0.3382866954193324,4135,20.11969637991437,1.313740755157649,21,0.03333333333333333,45,Customer Story
P2607,YouTube,2024-02-22,05:40,Reel,Product Launch,Sample social media post caption 2607,#marketing #socialmedia #AI,79589,14449,2673,422,168,121,304,865,68833,68823,Engagement Drive,1.08683360765935,3384,23.42030590352273,1.162710222160703,-10,0.03333333333333333,45,Customer Story
P2608,Facebook,2025-09-16,12:19,Image,Product Launch,Sample social media post caption 2608,#marketing #socialmedia #AI,35945,5455,3797,270,9,163,963,923,49203,49398,Summer Campaign,2.5678119349005426,4239,77.70852428964254,0.1649862511457378,195,0.03333333333333333,45,Customer Story
P2609,LinkedIn,2025-03-30,01:24,Text,Educational,Sample social media post caption 2609,#marketing #socialmedia #AI,16312,59981,1691,152,98,67,744,444,68658,68783,Engagement Drive,2.721922511034821,2008,3.3477267801470463,0.1633850719394474,125,0.03333333333333333,45,Customer Story
P2610,Instagram,2024-07-04,10:06,Text,Industry News,Sample social media post caption 2610,#marketing #socialmedia #AI,54460,52112,1383,66,280,10,1195,795,6456,6580,Brand Awareness,1.4597869996327582,1739,3.337043291372429,0.5373042677310408,124,0.03333333333333333,45,Customer Story
P2611,LinkedIn,2025-04-17,12:17,Carousel,Promotional,Sample social media post caption 2611,#marketing #socialmedia #AI,37706,68392,634,236,178,236,25,95,82319,82359,Summer Campaign,0.2519492918898849,1284,1.8774125628728504,0.2602643584044917,40,0.03333333333333333,45,Customer Story
P2612,Instagram,2025-12-01,12:58,Image,Motivational,Sample social media post caption 2612,#marketing #socialmedia #AI,17803,59957,820,19,10,291,1282,689,38948,38970,Summer Campaign,3.870134247037016,1140,1.9013626432276465,0.0166786196774354,22,0.03333333333333333,45,Customer Story
P2613,Facebook,2024-11-30,07:52,Reel,Promotional,Sample social media post caption 2613,#marketing #socialmedia #AI,61255,65386,1727,8,195,468,1164,935,3805,3790,Engagement Drive,1.526406007672843,2398,3.667451748080629,0.2982289786804514,-15,0.03333333333333333,45,Customer Story
P2614,Facebook,2025-08-03,07:05,Video,Industry News,Sample social media post caption 2614,#marketing #socialmedia #AI,80643,3024,2307,176,194,91,302,30,46279,46402,Brand Awareness,0.0372009969867192,2768,91.53439153439152,6.415343915343915,123,0.03333333333333333,45,Customer Story
P2615,Facebook,2025-07-19,07:43,Carousel,Industry News,Sample social media post caption 2615,#marketing #socialmedia #AI,96458,36083,264,153,130,224,1782,157,90673,90674,Lead Generation,0.1627651413050239,771,2.1367402932128705,0.3602804644846603,1,0.03333333333333333,45,Customer Story
P2616,LinkedIn,2025-03-08,03:29,Carousel,Industry News,Sample social media post caption 2616,#marketing #socialmedia #AI,45137,13760,272,258,81,417,679,202,36671,36733,Organic,0.4475264195670957,1028,7.47093023255814,0.5886627906976744,62,0.03333333333333333,45,Customer Story
P2617,Facebook,2025-10-28,07:31,Video,Industry News,Sample social media post caption 2617,#marketing #socialmedia #AI,65329,9326,1347,184,61,129,389,307,7581,7642,Brand Awareness,0.4699291279523642,1721,18.453785116877548,0.654085352777182,61,0.03333333333333333,45,Customer Story
P2618,Facebook,2024-08-04,12:21,Video,Industry News,Sample social media post caption 2618,#marketing #socialmedia #AI,44689,16096,729,363,51,496,1195,802,97802,97906,Brand Awareness,1.7946250755219404,1639,10.18265407554672,0.3168489065606362,104,0.03333333333333333,45,Customer Story
P2619,Instagram,2024-03-22,23:41,Text,Industry News,Sample social media post caption 2619,#marketing #socialmedia #AI,5643,69616,1359,435,225,73,608,264,47304,47480,Engagement Drive,4.678362573099415,2092,3.005056308894507,0.3232015628591128,176,0.03333333333333333,45,Customer Story
P2620,YouTube,2025-06-17,01:58,Video,Motivational,Sample social media post caption 2620,#marketing #socialmedia #AI,10537,10165,2324,337,247,386,140,302,43467,43629,Summer Campaign,2.866090917718516,3294,32.40531234628627,2.4299065420560746,162,0.03333333333333333,45,Customer Story
P2621,LinkedIn,2025-09-24,08:37,Video,Promotional,Sample social media post caption 2621,#marketing #socialmedia #AI,64051,52790,4988,22,82,260,393,40,44953,44935,Brand Awareness,0.062450234969009,5352,10.138283765864749,0.1553324493275241,-18,0.03333333333333333,45,Customer Story
P2622,Facebook,2024-06-09,12:10,Carousel,Promotional,Sample social media post caption 2622,#marketing #socialmedia #AI,67101,26786,4870,490,120,313,1522,858,73117,73263,Brand Awareness,1.2786694684132875,5793,21.626969312327336,0.4479952213843052,146,0.03333333333333333,45,Customer Story
P2623,Instagram,2024-10-22,11:51,Image,Educational,Sample social media post caption 2623,#marketing #socialmedia #AI,91338,74171,4365,66,76,155,592,484,14862,14843,Organic,0.5298999321202567,4662,6.285475455366653,0.1024659233393105,-19,0.03333333333333333,45,Customer Story
P2624,Instagram,2024-05-24,09:36,Text,Educational,Sample social media post caption 2624,#marketing #socialmedia #AI,76294,8089,1818,427,250,334,1110,438,59984,60079,Organic,0.5740949484887409,2829,34.973420694770674,3.0906168871306714,95,0.03333333333333333,45,Customer Story
P2625,Facebook,2025-07-19,02:18,Reel,Educational,Sample social media post caption 2625,#marketing #socialmedia #AI,66678,75011,3651,324,216,340,1899,702,30557,30721,Organic,1.0528210204265274,4531,6.040447401047847,0.2879577661942915,164,0.03333333333333333,45,Customer Story
P2626,YouTube,2025-06-05,11:07,Reel,Product Launch,Sample social media post caption 2626,#marketing #socialmedia #AI,53514,12083,581,124,250,120,1980,558,44626,44629,Organic,1.0427177934746048,1075,8.896797153024911,2.069022593726724,3,0.03333333333333333,45,Customer Story
P2627,Instagram,2025-02-02,10:47,Image,Educational,Sample social media post caption 2627,#marketing #socialmedia #AI,79982,8461,732,127,20,469,1257,528,95574,95589,Engagement Drive,0.6601485334200196,1348,15.931922940550765,0.2363786786431863,15,0.03333333333333333,45,Customer Story
P2628,YouTube,2024-12-03,03:45,Carousel,Industry News,Sample social media post caption 2628,#marketing #socialmedia #AI,10617,77716,1804,205,286,228,1053,851,35518,35586,Brand Awareness,8.015446924743335,2523,3.24643574038808,0.3680065880899685,68,0.03333333333333333,45,Customer Story
P2629,Facebook,2024-02-27,01:05,Image,Educational,Sample social media post caption 2629,#marketing #socialmedia #AI,67760,21188,4988,82,204,210,1220,931,3835,3914,Organic,1.3739669421487604,5484,25.882575042476876,0.9628091372474988,79,0.03333333333333333,45,Customer Story
P2630,Instagram,2025-04-16,18:30,Text,Industry News,Sample social media post caption 2630,#marketing #socialmedia #AI,65766,52616,4977,188,107,166,784,966,54384,54556,Engagement Drive,1.4688440835690173,5438,10.335259236734071,0.2033601946176068,172,0.03333333333333333,45,Customer Story
P2631,YouTube,2024-11-17,10:52,Video,Industry News,Sample social media post caption 2631,#marketing #socialmedia #AI,75696,60510,1589,426,122,380,262,975,71430,71620,Lead Generation,1.2880469245402664,2517,4.159643034209222,0.2016195670137167,190,0.03333333333333333,45,Customer Story
P2632,YouTube,2024-07-16,15:16,Text,Motivational,Sample social media post caption 2632,#marketing #socialmedia #AI,19851,47996,534,158,208,161,189,727,77543,77537,Engagement Drive,3.662284015918593,1061,2.2106008834069506,0.4333694474539544,-6,0.03333333333333333,45,Customer Story
P2633,YouTube,2024-10-05,09:25,Video,Promotional,Sample social media post caption 2633,#marketing #socialmedia #AI,52459,31275,3731,430,245,298,1697,268,21214,21295,Summer Campaign,0.5108751596484874,4704,15.040767386091128,0.7833733013589129,81,0.03333333333333333,45,Customer Story
P2634,YouTube,2024-08-20,18:56,Reel,Motivational,Sample social media post caption 2634,#marketing #socialmedia #AI,90756,29286,3305,26,38,299,1083,914,39545,39550,Lead Generation,1.0070959495790912,3668,12.524755856040429,0.1297548316601789,5,0.03333333333333333,45,Customer Story
P2635,Instagram,2025-02-23,04:20,Reel,Promotional,Sample social media post caption 2635,#marketing #socialmedia #AI,70011,64760,1840,414,260,441,677,144,50320,50478,Engagement Drive,0.2056819642627587,2955,4.563001852995676,0.4014823965410747,158,0.03333333333333333,45,Customer Story
P2636,LinkedIn,2025-11-25,08:22,Image,Educational,Sample social media post caption 2636,#marketing #socialmedia #AI,71715,68982,1121,201,283,108,389,964,7775,7770,Brand Awareness,1.344209719026703,1713,2.483256501696095,0.4102519497840016,-5,0.03333333333333333,45,Customer Story
P2637,Facebook,2024-12-09,11:22,Video,Promotional,Sample social media post caption 2637,#marketing #socialmedia #AI,7123,15946,783,303,257,314,1922,140,1015,1037,Lead Generation,1.9654639898919,1657,10.391320707387433,1.611689451900163,22,0.03333333333333333,45,Customer Story
P2638,Instagram,2025-12-02,23:30,Image,Product Launch,Sample social media post caption 2638,#marketing #socialmedia #AI,76359,6384,3476,325,299,256,1618,638,29924,30101,Organic,0.8355269188962664,4356,68.23308270676691,4.6835839598997495,177,0.03333333333333333,45,Customer Story
P2639,LinkedIn,2024-07-12,05:01,Text,Motivational,Sample social media post caption 2639,#marketing #socialmedia #AI,8755,37970,799,87,260,82,1846,634,91593,91667,Brand Awareness,7.241576242147345,1228,3.2341322096391885,0.6847511193047142,74,0.03333333333333333,45,Customer Story
P2640,YouTube,2024-09-29,23:28,Image,Educational,Sample social media post caption 2640,#marketing #socialmedia #AI,77291,45133,2919,144,100,89,1036,497,85431,85570,Engagement Drive,0.6430244142267535,3252,7.2053707929896085,0.221567367558106,139,0.03333333333333333,45,Customer Story
P2641,Facebook,2025-11-25,23:25,Carousel,Educational,Sample social media post caption 2641,#marketing #socialmedia #AI,4467,54421,1222,446,34,192,427,330,7058,7258,Summer Campaign,7.387508394895903,1894,3.4802741588724944,0.0624758824718399,200,0.03333333333333333,45,Customer Story
P2642,Facebook,2025-11-16,18:15,Text,Product Launch,Sample social media post caption 2642,#marketing #socialmedia #AI,22439,38051,4590,380,141,219,74,913,32961,33037,Organic,4.068808770444315,5330,14.00751622822002,0.3705553073506609,76,0.03333333333333333,45,Customer Story
P2643,LinkedIn,2025-11-12,10:32,Reel,Motivational,Sample social media post caption 2643,#marketing #socialmedia #AI,80128,11789,718,344,113,45,1788,550,74805,74984,Summer Campaign,0.6864017571884984,1220,10.348630078887098,0.9585206548477394,179,0.03333333333333333,45,Customer Story
P2644,LinkedIn,2024-07-31,15:22,Reel,Product Launch,Sample social media post caption 2644,#marketing #socialmedia #AI,75001,69000,4034,418,35,407,1472,106,84144,84236,Brand Awareness,0.1413314489140144,4894,7.092753623188405,0.0507246376811594,92,0.03333333333333333,45,Customer Story
